ordonne nbOccur taux indice
1 5 1.0416666666666667 11
2 5 1.4705882352941178 0
3 6 1.1538461538461537 7
4 6 1.25 6
5 6 1.25 10
6 7 1.3461538461538463 9
7 7 1.9444444444444444 13
8 8 1.7391304347826086 5
9 10 2.1739130434782608 3
10 11 1.7741935483870968 8
11 16 2.4242424242424243 2
12 16 3.076923076923077 12
13 16 3.4782608695652173 4
14 21 2.763157894736842 1
