ordonne nbOccur taux indice
1 1 1.0 9
2 1 1.0 13
3 1 1.0 14
4 1 1.0 23
5 1 1.0 36
6 1 1.0 41
7 1 1.0 42
8 1 1.0 46
9 1 1.0 47
10 1 1.0 49
11 1 1.0 50
12 1 1.0 54
13 1 1.0 55
14 1 1.0 56
15 1 1.0 59
16 1 1.0 64
17 1 1.0 65
18 1 1.0 68
19 1 1.0 74
20 1 1.0 75
21 1 1.0 78
22 1 1.0 79
23 1 1.0 80
24 1 1.0 81
25 1 1.0 83
26 1 1.0 86
27 1 1.0 87
28 1 1.0 88
29 1 1.0 89
30 1 1.0 92
31 1 1.0 93
32 1 1.0 94
33 1 1.0 96
34 1 1.0 98
35 1 1.0 99
36 1 1.0 100
37 1 1.0 101
38 1 1.0 103
39 1 1.0 104
40 1 1.0 106
41 1 1.0 107
42 1 1.0 109
43 1 1.0 110
44 1 1.0 111
45 1 1.0 113
46 1 1.0 114
47 1 1.0 115
48 1 1.0 116
49 1 1.0 118
50 1 1.0 119
51 1 1.0 121
52 1 1.0 122
53 1 1.0 124
54 2 1.2 28
55 2 1.2 29
56 2 1.2 34
57 2 1.3333333333333333 0
58 2 1.3333333333333333 3
59 2 1.3333333333333333 6
60 2 1.3333333333333333 11
61 2 1.3333333333333333 20
62 2 1.3333333333333333 62
63 2 1.3333333333333333 70
64 2 1.3333333333333333 90
65 2 1.5 15
66 2 1.5 18
67 2 1.5 19
68 2 1.5 26
69 2 1.5 51
70 2 1.5 52
71 2 1.5 60
72 2 1.5 63
73 2 1.5 66
74 2 1.5 95
75 2 1.5 97
76 2 1.5 102
77 2 1.5 105
78 2 1.7142857142857142 10
79 2 1.7142857142857142 37
80 2 1.7142857142857142 38
81 2 1.7142857142857142 39
82 2 1.7142857142857142 40
83 2 1.7142857142857142 45
84 2 1.7142857142857142 48
85 2 1.7142857142857142 61
86 2 1.7142857142857142 67
87 2 1.7142857142857142 71
88 2 1.7142857142857142 73
89 2 1.7142857142857142 82
90 2 1.7142857142857142 85
91 2 1.7142857142857142 91
92 2 1.7142857142857142 108
93 2 1.7142857142857142 117
94 2 1.7142857142857142 120
95 2 1.7142857142857142 123
96 3 1.2857142857142858 24
97 3 1.3846153846153846 44
98 3 1.5 33
99 3 1.5 43
100 3 1.5 77
101 3 1.6363636363636365 84
102 3 2.0 31
103 3 2.25 69
104 3 2.25 112
105 4 1.5 17
106 4 1.7142857142857142 16
107 4 1.7142857142857142 21
108 4 1.7142857142857142 58
109 5 1.5789473684210527 25
110 5 1.875 4
111 5 1.875 5
112 5 1.875 27
113 5 2.3076923076923075 57
114 5 2.3076923076923075 76
115 5 2.5 35
116 5 2.5 72
117 6 2.0 32
118 6 2.25 7
119 6 2.5714285714285716 1
120 6 2.5714285714285716 12
121 6 2.5714285714285716 30
122 7 2.3333333333333335 22
123 7 2.625 2
124 7 2.625 8
125 7 3.5 53
