ordonne nbOccur taux indice
1 2 1.6666666666666667 13
2 2 1.6666666666666667 14
3 2 1.6666666666666667 16
4 2 1.6666666666666667 18
5 2 1.0 23
6 3 2.142857142857143 27
7 4 2.5 17
8 4 1.5384615384615385 32
9 6 2.3076923076923075 29
10 7 2.5 35
11 8 3.076923076923077 26
12 10 3.125 22
13 10 2.9411764705882355 31
14 11 3.9285714285714284 25
15 13 3.25 21
16 16 4.705882352941177 19
17 18 5.625 20
18 18 6.0 30
