ordonne nbOccur taux indice
1 2 1.6 223
2 2 1.4545454545454546 233
3 2 1.7777777777777777 240
4 2 1.7777777777777777 241
5 2 1.7777777777777777 246
6 2 1.7777777777777777 249
7 2 1.7777777777777777 250
8 2 1.7777777777777777 251
9 2 1.7777777777777777 253
10 2 1.7777777777777777 260
11 2 1.7777777777777777 264
12 2 1.4545454545454546 265
13 2 1.7777777777777777 266
14 2 1.7777777777777777 267
15 2 1.7777777777777777 271
16 2 1.7777777777777777 275
17 2 1.7777777777777777 276
18 2 1.7777777777777777 277
19 2 1.7777777777777777 278
20 2 1.7777777777777777 280
21 2 1.7777777777777777 287
22 2 1.7777777777777777 288
23 2 1.6 290
24 2 1.7777777777777777 292
25 2 1.7777777777777777 296
26 2 1.7777777777777777 300
27 2 1.7777777777777777 303
28 2 1.7777777777777777 305
29 2 1.7777777777777777 307
30 2 1.7777777777777777 310
31 2 1.7777777777777777 314
32 2 1.4545454545454546 317
33 2 1.7777777777777777 318
34 2 1.6 319
35 2 1.7777777777777777 326
36 2 1.7777777777777777 332
37 2 1.7777777777777777 334
38 2 1.7777777777777777 338
39 2 1.6 342
40 2 1.7777777777777777 343
41 2 1.7777777777777777 352
42 2 1.7777777777777777 354
43 2 1.6 358
44 2 1.7777777777777777 366
45 2 1.6 369
46 2 1.3333333333333333 371
47 2 1.7777777777777777 383
48 2 1.7777777777777777 394
49 2 1.0 397
50 2 1.6 401
51 2 1.7777777777777777 410
52 2 1.7777777777777777 415
53 2 1.7777777777777777 429
54 2 1.7777777777777777 431
55 2 1.6 433
56 2 1.3333333333333333 446
57 2 1.7777777777777777 452
58 2 1.7777777777777777 459
59 2 1.4545454545454546 460
60 2 1.7777777777777777 462
61 2 1.7777777777777777 466
62 2 1.7777777777777777 468
63 2 1.6 470
64 2 1.7777777777777777 473
65 2 1.7777777777777777 478
66 2 1.7777777777777777 482
67 2 1.6 485
68 2 1.7777777777777777 487
69 2 1.7777777777777777 488
70 2 1.7777777777777777 494
71 3 2.4 222
72 3 2.1818181818181817 238
73 3 2.1818181818181817 270
74 3 1.8461538461538463 291
75 3 2.0 293
76 3 2.4 297
77 3 2.0 304
78 3 2.4 306
79 3 2.1818181818181817 311
80 3 2.4 321
81 3 2.4 322
82 3 2.4 329
83 3 2.1818181818181817 335
84 3 2.1818181818181817 337
85 3 2.4 364
86 3 2.4 378
87 3 1.7142857142857142 380
88 3 1.7142857142857142 381
89 3 1.7142857142857142 395
90 3 1.7142857142857142 425
91 3 2.1818181818181817 454
92 3 2.0 471
93 3 1.8461538461538463 499
94 3 2.4 501
95 3 2.4 502
96 4 3.2 219
97 4 2.909090909090909 221
98 4 3.2 224
99 4 2.6666666666666665 231
100 4 3.2 235
101 4 3.2 236
102 4 2.6666666666666665 259
103 4 2.909090909090909 295
104 4 2.6666666666666665 298
105 4 2.6666666666666665 301
106 4 3.2 312
107 4 2.909090909090909 356
108 4 3.2 360
109 4 2.2857142857142856 368
110 4 2.6666666666666665 372
111 4 2.1333333333333333 387
112 4 2.4615384615384617 413
113 4 2.1333333333333333 419
114 4 2.2857142857142856 432
115 4 2.1333333333333333 434
116 4 2.0 440
117 4 3.2 443
118 4 3.2 447
119 4 3.5555555555555554 461
120 4 2.909090909090909 463
121 4 3.2 474
122 4 3.2 484
123 4 2.4615384615384617 497
124 5 2.857142857142857 220
125 5 2.857142857142857 230
126 5 2.857142857142857 239
127 5 2.857142857142857 247
128 5 2.857142857142857 248
129 5 2.857142857142857 262
130 5 2.857142857142857 263
131 5 3.076923076923077 351
132 5 3.076923076923077 391
133 5 2.3529411764705883 398
134 5 3.076923076923077 409
135 5 2.857142857142857 421
136 5 3.3333333333333335 427
137 5 2.6666666666666665 435
138 5 2.6666666666666665 445
139 5 2.6666666666666665 450
140 5 4.0 472
141 6 4.363636363636363 234
142 6 4.363636363636363 242
143 6 4.0 252
144 6 4.363636363636363 269
145 6 4.0 279
146 6 4.363636363636363 330
147 6 4.363636363636363 408
148 7 4.3076923076923075 308
149 7 4.3076923076923075 328
150 7 3.5 370
151 7 3.2941176470588234 382
152 7 3.2941176470588234 386
153 7 3.2941176470588234 392
154 7 3.7333333333333334 399
155 7 4.0 426
156 7 3.5 438
157 7 4.3076923076923075 442
158 7 4.666666666666667 475
159 8 4.571428571428571 232
160 8 4.571428571428571 237
161 8 4.923076923076923 289
162 8 5.333333333333333 299
163 8 4.923076923076923 320
164 8 4.266666666666667 412
165 8 4.571428571428571 439
166 8 5.818181818181818 455
167 9 5.142857142857143 405
168 9 4.8 411
169 9 4.8 496
170 10 5.333333333333333 375
171 10 5.714285714285714 498
172 11 4.888888888888889 377
173 11 4.888888888888889 393
174 11 6.769230769230769 414
175 12 6.0 436
176 13 6.117647058823529 400
177 15 7.0588235294117645 406
178 15 8.0 418
179 17 8.0 407
180 18 8.470588235294118 396
181 19 8.444444444444445 376
182 20 8.421052631578947 374
