ordre id_c id_t nb_occurrence taux_recouvrement recouvrement taux_occupation certificat
5 90 50 1 1.0 '0000000010101100000000000000000000010 '0.13513512909412384 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040100000000000008c00000000000001430000000000000e800000000000000200e
5 91 51 1 1.0 '0000000010001100000000000010000000010 '0.13513512909412384 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040100000000000004c00000000000001830000000000000f000000000000000020e
5 92 52 1 1.0 '0000000010001100000000000000000010010 '0.13513512909412384 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000201000000000000e0000000000000000218000000000000140600000000000018e0
5 93 53 1 1.0 '0000000010000000000000011000000000110 '0.13513512909412384 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000e0000000000000020e000000000000c4010000000000003a00
5 94 54 1 1.0 '0000000010000000000000011000000000011 '0.13513512909412384 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040400000000000000000e00000000000003a000000000000008403000000000000011c
5 95 55 1 1.0 '0000000010000000000000011010000000010 '0.13513512909412384 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080400000000000000000e00000000000003c000000000000008203000000000000011c
5 96 56 1 1.0 '0000000010000000000000011000000010010 '0.13513512909412384 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008040000000000000003800000000000000001c000000000000810300000000000006e0
5 97 57 1 1.0 '0000000010000000000000101010000000010 '0.13513512909412384 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020200000000000000e0000000000000041c000000000000c1010000000000803800
5 98 58 1 1.0 '0000000010000000000000001010000010010 '0.13513512909412384 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000041000000000000003800000000000000001c000000000040800300000000000006e0
5 99 59 1 1.0 '0000000010000000000000001000100010010 '0.13513512909412384 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000041000000000000003800000000000000001c000000000000820300000000000006e0
5 103 60 1 1.0 '0000000000000000001011000101000000000 '0.13513512909412384 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800300000000000070000000000000100e00000000000040001c00000000008001e0
5 105 61 1 1.0 '0000000000000000001000000101100001000 '0.13513512909412384 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000080030000000000107000000000000000011c00000000008001e0
5 108 62 1 1.0 '0000000000000000000011000100010001000 '0.13513512909412384 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070000000000000000f000000000000208003000000000080001c0000000000c000e0
5 110 63 1 1.0 '0000000000000000000010000100110001000 '0.13513512909412384 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000011c000000000020800300000000008070000000000000200e00
5 111 64 1 1.0 '0000000000000000000011000101010000000 '0.13513512909412384 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c00000000004080030000000000000f00000000000010700000000000008001e0
5 112 65 1 1.0 '0000000000000000000011000100010000100 '0.13513512909412384 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e00000000000000800300000000002000e00000000000807100000000000040011c
5 114 66 1 1.0 '0000000000000000000010000101010000100 '0.13513512909412384 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000080030000000000207000000000000000011c00000000008001e0
5 117 67 1 1.0 '0000000000000000000010000101100001000 '0.13513512909412384 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c00000000004080030000000000200e00000000000000710000000000008001e0
5 118 68 1 1.0 '0000000000000000000011000101100000000 '0.13513512909412384 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000070000000000000000e00000000000000001c000000000050800300000000008001e0
5 120 69 1 1.0 '0000000000000000000000000001100011010 '0.13513512909412384 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000011c000000000000810300000000008070000000000000800e00
5 60 70 2 1.0 '0000100010000100010000011000100010110 '0.2702702581882477 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000082000000000000007000000000000000081800000000000004070000000000000ce0
5 63 71 2 1.0 '0000100010000000000000011010110010110 '0.2702702581882477 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000e000000000000c201000000000040380000000000000006e0
5 66 72 2 1.0 '0000100010000000000001100110010100110 '0.2702702581882477 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800000000000000470000000000080000e000000000000c2010000000000003900
5 68 73 2 1.0 '0000010100011000000010000101110000100 '0.2702702581882477 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c0000000000008003000000000000610000000000008012000000000000000ce0
5 71 74 2 1.0 '0000010100000000001011000101110000100 '0.2702702581882477 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000400010000000000000c0010000000000003800000000000040000e00000000000003e0
5 13 75 2 1.1111111640930176 '0100100001000000010021000100010000100 '0.2432432472705841 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000820000000000000070000000000000000818000000000000080700000000000005e0
5 21 76 2 1.1111111640930176 '0200010100011000001001000001010000000 '0.2432432472705841 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000e0000000000005400000000000000880100000000000030e0
5 24 77 2 1.1111111640930176 '0200000000000000001011000101110000100 '0.2432432472705841 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000c0010000000000003800000000000040040e0000000000000370
5 76 78 2 1.1111111640930176 '0000010100000000000010000201110001100 '0.2432432472705841 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004000100000000000003800000000000000c001000000000000020e00000000000003e0
5 115 79 2 1.1111111640930176 '0000000000000000000011010201110001100 '0.2432432472705841 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800300000000000070000000000000800e00000000000000011c00000000004001e0
5 10 80 2 1.25 '0200010102000000001001000001010000000 '0.21621622145175934 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004040000000000000802000000000000c001000000000000201800000000000028e0
5 29 81 2 1.25 '0100100000000000000001010100020000201 '0.21621622145175934 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000c0010000000000003a00000000000040001c00000000000005e0
5 30 82 2 1.25 '0100100000000000000021000100010002100 '0.21621622145175934 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000e000000000000c4010000000000003a0000000000008001e0
5 31 83 2 1.25 '0100100000000000000022000101010000100 '0.21621622145175934 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000c0010000000000003c00000000000040001c00000000000003e0
5 109 84 2 1.25 '0000000000000000000010000201110012100 '0.21621622145175934 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800300000000000070000000000000800e00000000000040001c00000000004001e0
5 1 85 2 1.4285714626312256 '1000000010202200000000001000000100000 '0.18918919563293457 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c001000000000000021800000000000024800000000000000a060000000000001460
5 4 86 2 1.4285714626312256 '1000200210102100000000000000000000000 '0.18918919563293457 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100200000000000020400000000000000081000000000000900c0000000000002031
5 17 87 2 1.4285714626312256 '0200010100000000002002000001010000000 '0.18918919563293457 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000004080000000000000007000000000000f00000000000000014e0
5 5 88 2 1.6666666269302368 '1000000210202200000000000000000000000 '0.1621621549129486 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008100000000000001020000000000000080c0000000000004803000000000000b0c0
5 8 89 2 1.6666666269302368 '0200000002000000002002000001010000000 '0.1621621549129486 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000082000000000000007000000000000000081800000000000008070000000000000ce0
5 41 90 2 1.6666666269302368 '0000200200102100020000000000000000000 '0.1621621549129486 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000082000000000000008180000000000001006000000000000a001000000000000c0c0
5 45 91 2 1.6666666269302368 '0000200200102100000000000000000000200 '0.1621621549129486 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002002000000000000080400000000000008c0000000000000b0010000000000004038
5 52 92 2 1.6666666269302368 '0000200200102100000000000000020000000 '0.1621621549129486 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020040000000000008c000000000000000403000000000000003800000000000030c0
5 80 93 2 1.6666666269302368 '0000000200102100000002000000020000000 '0.1621621549129486 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000610000000000000000380000000000000904000000000000880300000000000014c0
5 100 94 2 1.6666666269302368 '0000000020000000000000000001200021020 '0.1621621549129486 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000e0000000000003a00000000000000c10100000000000006e0
5 69 95 3 1.0 '0000010110011100000010011101110001100 '0.4054054021835327 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000820100000000000005100000000000007800000000000000080e
5 12 96 3 1.0714285373687744 '0100100011000100010001010110020010110 '0.37837839126586914 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000082000000000000007000000000000000081800000000008000070000000000000ce0
5 14 97 3 1.0714285373687744 '0100100011000100010002100111010000110 '0.37837839126586914 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040400000000000008c0000000000000083800000000000082030000000000007100
5 77 98 3 1.0714285373687744 '0000010110000000000010011101110012101 '0.37837839126586914 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000200000000000000e0000000000000021c0000000000003900000000000000c101
5 27 99 3 1.1538461446762085 '0100100010000000000002110111020010110 '0.3513513505458832 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000e0000000000403800000000000000c10100000000000006e0
5 73 100 3 1.25 '0000020100000000000010011102120010110 '0.3243243098258972 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040400000000000000000e00000000000003a000000000000008203000000000000011c
5 78 101 3 1.25 '0000010110000000000020011102120001100 '0.3243243098258972 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080400000000000000000e00000000000003a000000000000008203000000000000011c
5 113 102 3 1.5 '0000000000000000000020011202220010110 '0.2702702581882477 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800300000000000070000000000000800e00000000000080001c00000000004001e0
5 119 103 3 1.5 '0000000000000000000021010202210021100 '0.2702702581882477 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c000000000000800300000000000071000000000000800e0000000000006000e0
5 18 104 3 1.875 '0300000000000000003013000001120000100 '0.21621622145175934 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000c0010000000000003a00000000000000041c00000000000005e0
5 107 105 3 1.875 '0000000000000000001010000022300022020 '0.21621622145175934 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000011c000000000000810300000000008070000000000000400e00
5 23 106 4 1.6666666269302368 '0400000000000000002022010102120011100 '0.3243243098258972 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000000000000c0010000000000803800000000000000021c00000000000005e0
5 67 107 4 1.6666666269302368 '0000020200022000002012000102120000100 '0.3243243098258972 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c00000000008012000000000000006400000000000080800300000000000008e0
5 106 108 4 1.6666666269302368 '0000000000000000001020011103220023101 '0.3243243098258972 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000011c000000000020800300000000008070000000000000800e00
5 22 109 4 1.8181818723678589 '0400020200000000002012000102120000100 '0.29729729890823364 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000002080000000000000007000000000000e40000000000000012e0
5 116 110 4 2.0 '0000000000000000000032010201330002201 '0.2702702581882477 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800300000000000070000000000000200e00000000000080001c00000000004001e0
5 0 111 4 2.222222328186035 '2000000420204200000000001000020100000 '0.2432432472705841 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008800000000000009400000000000000001c00000000000044030000000000002860
5 7 112 5 1.470588207244873 '1000020200000000000021110212130102111 '0.45945945382118225 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000200000000000000e0000000000000021c0000000000403800000000000000c101
5 11 113 5 1.7857142686843872 '0400100004000000012012010102120000201 '0.37837839126586914 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004100000000000003800000000000000000e000000000000c20100000000000009e0
5 70 114 5 1.923076868057251 '0000030200000000003023010203120011100 '0.3513513505458832 '0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000200000000000000e0000000000000021c0000000000003900000000000080c001
5 75 115 5 2.0833332538604736 '0000030200000000000031010303320011200 '0.3243243098258972 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004040000000000000003800000000000000001c000000000000810300000000008002e0
5 101 116 6 2.0 '0000000000000000002031111113430032130 '0.4054054021835327 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000810300000000000071000000000000800e00000000000020001c
5 2 117 6 2.307692289352417 '1000000410306300000020111000040100200 '0.3513513505458832 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002300000000000000c1000000000000000038000000000000040700000000000018c0
5 104 118 6 2.7272727489471436 '0000000000000000003044010404320012200 '0.29729729890823364 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000800300000000000070000000000000800e00000000000010001c00000000004001e0
5 3 119 7 1.52173912525177 '1000030210132100000021121213120111101 '0.6216216087341309 '000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001c00000000000013000000000000006400000000000080800300000000000008e0
5 102 120 9 2.8125 '0000000000000000002045120513360134311 '0.4324324429035187 '00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000011c000000000020800300000000008070000000000000400e00
