ordonne nbOccur taux indice
0 1 1.0 4
1 1 1.0 7
2 1 1.0 8
3 1 1.0 9
4 1 1.0 10
5 1 1.0 11
6 1 1.0 13
7 1 1.0 14
8 2 1.0 12
9 3 1.0 6
10 3 1.2857142686843872 17
11 4 1.0909091234207153 5
12 4 1.0909091234207153 16
13 4 2.0 1
14 5 1.1538461446762085 3
15 6 1.0 0
16 6 1.2857142686843872 2
17 18 3.1764705181121826 15
