ordonne nbOccur taux
1 2 1.0
2 2 1.0909090909090908
3 2 1.0909090909090908
4 2 1.0909090909090908
5 2 1.2
6 2 1.2
7 2 1.2
8 2 1.3333333333333333
9 2 1.3333333333333333
10 2 1.3333333333333333
11 2 1.3333333333333333
12 2 1.3333333333333333
13 2 1.3333333333333333
14 2 1.3333333333333333
15 2 1.5
16 2 1.5
17 2 1.5
18 2 1.5
19 2 1.5
20 2 1.5
21 2 1.7142857142857142
22 2 1.7142857142857142
23 2 1.7142857142857142
24 2 1.7142857142857142
25 2 1.7142857142857142
26 2 1.7142857142857142
27 2 1.7142857142857142
28 2 1.7142857142857142
29 2 1.7142857142857142
30 2 1.7142857142857142
31 2 1.7142857142857142
32 2 1.7142857142857142
33 2 1.7142857142857142
34 2 1.7142857142857142
35 2 1.7142857142857142
36 2 1.7142857142857142
37 3 1.125
38 3 1.3846153846153846
39 3 1.3846153846153846
40 3 1.3846153846153846
41 3 1.8
42 3 2.0
43 3 2.0
44 3 2.0
45 4 1.6
46 4 1.7142857142857142
47 4 1.7142857142857142
48 4 1.7142857142857142
49 4 1.7142857142857142
50 4 1.7142857142857142
51 4 2.0
52 4 2.0
53 4 2.0
54 4 2.0
55 4 2.1818181818181817
56 4 2.1818181818181817
57 4 2.1818181818181817
58 4 2.4
59 5 1.875
60 5 1.875
61 5 2.0
62 5 2.0
63 5 2.142857142857143
64 5 2.142857142857143
65 5 2.5
66 5 2.5
67 6 2.0
68 6 2.0
69 6 2.25
70 6 2.4
71 6 2.769230769230769
72 7 2.3333333333333335
73 7 2.3333333333333335
74 7 2.3333333333333335
75 7 2.4705882352941178
76 8 2.6666666666666665
77 9 2.8421052631578947
78 9 2.8421052631578947
79 9 3.0
80 9 3.176470588235294
81 10 3.0
82 10 3.0
83 10 3.1578947368421053
84 11 3.3
85 11 3.3
86 11 3.3
87 11 3.473684210526316
88 11 3.473684210526316
89 11 3.473684210526316
90 12 3.6
91 13 3.9
92 15 4.5
